"Day","Time","Wind","Visibility","Weather","Sky","Air.Temp","DewPt","Max6hr","Min6hr","Humidity","WindChill","AltimeterPressure","X1hrPrecip","X3hrPrecip","X6hrPrecip","Date","DateTime","HeatIndex","SeaLevelPressure"
"26","14:55","S 23 G 32","10","Fair and Breezy","CLR","86","55",NA,NA,"34%",NA,"29.79",NA,NA,NA,"15974",2013-09-26 14:55:00,"84",NA
"26","14:35","S 22 G 30","10","Fair and Breezy","CLR","86","54",NA,NA,"34%",NA,"29.79",NA,NA,NA,"15974",2013-09-26 14:35:00,"84",NA
"26","14:15","S 21 G 31","10","Fair and Breezy","CLR","85","54",NA,NA,"34%",NA,"29.79",NA,NA,NA,"15974",2013-09-26 14:15:00,"83",NA
"26","13:55","S 20 G 35","10","Fair","CLR","85","55",NA,NA,"35%",NA,"29.8",NA,NA,NA,"15974",2013-09-26 13:55:00,"84",NA
"26","13:35","SE 23 G 30","10","Fair and Breezy","CLR","85","55",NA,NA,"35%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 13:35:00,"84",NA
"26","13:15","S 24 G 31","10","Fair and Breezy","CLR","84","54",NA,NA,"36%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 13:15:00,"83",NA
"26","12:55","S 20 G 31","10","Fair","CLR","83","55","83","61","38%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 12:55:00,"82",NA
"26","12:35","S 23 G 33","10","Fair and Breezy","CLR","82","55",NA,NA,"39%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 12:35:00,"81",NA
"26","12:15","S 24 G 31","10","Fair and Breezy","CLR","81","55",NA,NA,"42%",NA,"29.83",NA,NA,NA,"15974",2013-09-26 12:15:00,"81",NA
"26","11:55","S 25 G 35","10","Fair and Breezy","CLR","80","57",NA,NA,"45%",NA,"29.83",NA,NA,NA,"15974",2013-09-26 11:55:00,"80",NA
"26","11:35","S 23 G 32","10","Fair and Breezy","CLR","78","57",NA,NA,"48%",NA,"29.83",NA,NA,NA,"15974",2013-09-26 11:35:00,"79",NA
"26","11:15","S 23 G 32","10","Fair and Breezy","CLR","77","58",NA,NA,"52%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 11:15:00,"79",NA
"26","10:55","S 24 G 31","10","Fair and Breezy","CLR","76","59",NA,NA,"55%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 10:55:00,"78",NA
"26","10:35","S 23 G 30","10","Fair and Breezy","CLR","75","59",NA,NA,"58%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 10:35:00,NA,NA
"26","10:15","S 22 G 31","10","Fair and Breezy","CLR","73","59",NA,NA,"62%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 10:15:00,NA,NA
"26","09:55","S 22 G 30","10","Fair and Breezy","CLR","72","60",NA,NA,"65%",NA,"29.85",NA,NA,NA,"15974",2013-09-26 09:55:00,NA,NA
"26","09:35","S 18 G 30","10","Fair","CLR","70","60",NA,NA,"70%",NA,"29.85",NA,NA,NA,"15974",2013-09-26 09:35:00,NA,NA
"26","09:15","S 18 G 25","10","Fair","CLR","69","60",NA,NA,"75%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 09:15:00,NA,NA
"26","08:55","S 15","10","Fair","CLR","66","60",NA,NA,"81%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 08:55:00,NA,NA
"26","08:35","S 14 G 21","10","Fair","CLR","65","60",NA,NA,"83%",NA,"29.84",NA,NA,NA,"15974",2013-09-26 08:35:00,NA,NA
"26","08:15","S 16","10","Fair","CLR","64","62",NA,NA,"94%",NA,"29.83",NA,NA,NA,"15974",2013-09-26 08:15:00,NA,NA
"26","07:55","S 15 G 20","10","Fair","CLR","63","62",NA,NA,"98%",NA,"29.83",NA,NA,NA,"15974",2013-09-26 07:55:00,NA,NA
"26","07:35","S 13 G 20","10","Fair","CLR","62","62",NA,NA,"100%",NA,"29.83",NA,NA,NA,"15974",2013-09-26 07:35:00,NA,NA
"26","07:15","S 14","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 07:15:00,NA,NA
"26","06:55","S 12","10","Fair","CLR","61","61","65","60","100%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 06:55:00,NA,NA
"26","06:35","S 10","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 06:35:00,NA,NA
"26","06:15","S 8","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 06:15:00,NA,NA
"26","05:55","SE 10","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 05:55:00,NA,NA
"26","05:35","S 8","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 05:35:00,NA,NA
"26","05:15","SE 8","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 05:15:00,NA,NA
"26","04:55","SE 8","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 04:55:00,NA,NA
"26","04:35","SE 8","10","Fair","CLR","61","61",NA,NA,"100%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 04:35:00,NA,NA
"26","04:15","S 8","10","Fair","CLR","61","61",NA,NA,"99%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 04:15:00,NA,NA
"26","03:55","S 10","10","Fair","CLR","62","61",NA,NA,"96%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 03:55:00,NA,NA
"26","03:35","S 10","10","Fair","CLR","62","59",NA,NA,"89%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 03:35:00,NA,NA
"26","03:15","SE 9","10","Fair","CLR","63","59",NA,NA,"87%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 03:15:00,NA,NA
"26","02:55","S 9 G 17","10","Fair","CLR","63","58",NA,NA,"85%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 02:55:00,NA,NA
"26","02:35","SE 9","10","Fair","CLR","63","58",NA,NA,"85%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 02:35:00,NA,NA
"26","02:15","S 10","10","Fair","CLR","63","58",NA,NA,"84%",NA,"29.81",NA,NA,NA,"15974",2013-09-26 02:15:00,NA,NA
"26","01:55","S 14 G 17","10","Fair","CLR","64","58",NA,NA,"83%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 01:55:00,NA,NA
"26","01:35","S 12","10","Fair","CLR","64","58",NA,NA,"82%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 01:35:00,NA,NA
"26","01:15","S 12","10","Fair","CLR","64","58",NA,NA,"81%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 01:15:00,NA,NA
"26","00:55","S 12","10","Fair","CLR","65","59","75","65","80%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 00:55:00,NA,NA
"26","00:35","S 12","10","Fair","CLR","65","59",NA,NA,"80%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 00:35:00,NA,NA
"26","00:15","S 14 G 20","10","Fair","CLR","65","59",NA,NA,"81%",NA,"29.82",NA,NA,NA,"15974",2013-09-26 00:15:00,NA,NA
"25","23:55","S 12 G 16","10","Fair","CLR","65","59",NA,NA,"81%",NA,"29.81",NA,NA,NA,"15973",2013-09-25 23:55:00,NA,NA
"25","23:35","S 13 G 17","10","Fair","CLR","66","59",NA,NA,"79%",NA,"29.81",NA,NA,NA,"15973",2013-09-25 23:35:00,NA,NA
"27","23:15","S 15","10","Fair","CLR","73","59",NA,NA,"62%",NA,"29.8",NA,NA,NA,"15975",2013-09-27 23:15:00,NA,NA
"27","22:55","S 15 G 21","10","Fair","CLR","73","59",NA,NA,"62%",NA,"29.8",NA,NA,NA,"15975",2013-09-27 22:55:00,NA,NA
"27","22:35","S 15 G 24","10","Fair","CLR","73","59",NA,NA,"61%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 22:35:00,NA,NA
"27","22:15","S 14","10","Fair","CLR","73","59",NA,NA,"62%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 22:15:00,NA,NA
"27","21:55","S 14","10","Fair","CLR","73","59",NA,NA,"61%",NA,"29.82",NA,NA,NA,"15975",2013-09-27 21:55:00,NA,NA
"27","21:35","S 12","10","Fair","CLR","74","59",NA,NA,"60%",NA,"29.83",NA,NA,NA,"15975",2013-09-27 21:35:00,NA,NA
"27","21:15","S 12","10","Fair","CLR","74","58",NA,NA,"59%",NA,"29.83",NA,NA,NA,"15975",2013-09-27 21:15:00,NA,NA
"27","20:55","S 9","10","Fair","CLR","74","58",NA,NA,"58%",NA,"29.83",NA,NA,NA,"15975",2013-09-27 20:55:00,NA,NA
"27","20:35","S 9","10","Fair","CLR","75","58",NA,NA,"55%",NA,"29.82",NA,NA,NA,"15975",2013-09-27 20:35:00,NA,NA
"27","20:15","S 10","10","Fair","CLR","76","57",NA,NA,"53%",NA,"29.82",NA,NA,NA,"15975",2013-09-27 20:15:00,"78",NA
"27","19:55","S 8","10","Fair","CLR","77","56",NA,NA,"49%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 19:55:00,"79",NA
"27","19:35","S 12","10","Fair","CLR","79","56",NA,NA,"45%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 19:35:00,"80",NA
"27","19:15","S 13","10","Fair","CLR","80","55",NA,NA,"43%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 19:15:00,"80",NA
"27","18:55","S 14","10","Fair","CLR","82","55","89","82","41%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 18:55:00,"82",NA
"27","18:35","S 12 G 22","10","Fair","CLR","83","56",NA,NA,"41%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 18:35:00,"82",NA
"27","18:15","S 17 G 25","10","Fair","CLR","84","56",NA,NA,"39%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 18:15:00,"83",NA
"27","17:55","S 20 G 26","10","Fair","CLR","85","55",NA,NA,"36%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 17:55:00,"84",NA
"27","17:35","S 21 G 26","10","Fair and Breezy","CLR","85","56",NA,NA,"37%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 17:35:00,"84",NA
"27","17:15","S 22 G 30","10","Fair and Breezy","CLR","86","55",NA,NA,"35%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 17:15:00,"85",NA
"27","16:55","S 21 G 28","10","Fair and Breezy","CLR","87","55",NA,NA,"34%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 16:55:00,"85",NA
"27","16:35","S 22 G 31","10","Fair and Breezy","CLR","87","56",NA,NA,"35%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 16:35:00,"86",NA
"27","16:15","S 24 G 33","10","Fair and Breezy","CLR","87","56",NA,NA,"34%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 16:15:00,"85",NA
"27","15:55","S 22 G 31","10","Fair and Breezy","CLR","88","56",NA,NA,"34%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 15:55:00,"86",NA
"27","15:35","S 25 G 33","10","Fair and Breezy","CLR","87","55",NA,NA,"34%",NA,"29.81",NA,NA,NA,"15975",2013-09-27 15:35:00,"85",NA
"27","15:15","S 24 G 32","10","Fair and Breezy","CLR","88","55",NA,NA,"33%",NA,"29.82",NA,NA,NA,"15975",2013-09-27 15:15:00,"86",NA
"27","14:55","S 22 G 30","10","Fair and Breezy","CLR","88","56",NA,NA,"34%",NA,"29.82",NA,NA,NA,"15975",2013-09-27 14:55:00,"86",NA
"27","14:35","S 23 G 29","10","Fair and Breezy","CLR","87","57",NA,NA,"35%",NA,"29.83",NA,NA,NA,"15975",2013-09-27 14:35:00,"86",NA
"27","14:15","S 24 G 32","10","Fair and Breezy","CLR","87","56",NA,NA,"36%",NA,"29.84",NA,NA,NA,"15975",2013-09-27 14:15:00,"86",NA
"27","13:55","S 26 G 35","7","Fair and Windy","CLR","87","57",NA,NA,"36%",NA,"29.84",NA,NA,NA,"15975",2013-09-27 13:55:00,"86",NA
"27","13:35","S 25 G 36","7","Fair and Breezy","CLR","86","56",NA,NA,"36%",NA,"29.85",NA,NA,NA,"15975",2013-09-27 13:35:00,"85",NA
"27","13:15","S 28 G 33","5","Fair with Haze and Windy","CLR","86","56",NA,NA,"37%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 13:15:00,"85",NA
"27","12:55","S 22 G 29","7","Fair and Breezy","CLR","86","58","86","69","39%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 12:55:00,"85",NA
"27","12:35","S 25 G 32","10","Fair and Breezy","CLR","84","58",NA,NA,"41%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 12:35:00,"83",NA
"27","12:15","S 20 G 32","10","Fair","CLR","83","58",NA,NA,"43%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 12:15:00,"83",NA
"27","11:55","S 22 G 30","10","Fair and Breezy","CLR","82","59",NA,NA,"46%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 11:55:00,"82",NA
"27","11:35","S 23 G 32","10","Fair and Breezy","CLR","81","59",NA,NA,"47%",NA,"29.88",NA,NA,NA,"15975",2013-09-27 11:35:00,"81",NA
"27","11:15","S 22 G 30","10","Fair and Breezy","CLR","79","59",NA,NA,"50%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 11:15:00,"80",NA
"27","10:55","S 20 G 26","10","Fair","CLR","79","59",NA,NA,"51%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 10:55:00,"80",NA
"27","10:35","S 23 G 28","10","Fair and Breezy","CLR","77","59",NA,NA,"53%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 10:35:00,"79",NA
"27","10:15","S 22 G 29","10","Fair and Breezy","CLR","76","59",NA,NA,"56%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 10:15:00,"78",NA
"27","09:55","S 20 G 31","10","Fair","CLR","75","59",NA,NA,"57%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 09:55:00,NA,NA
"27","09:35","S 18 G 28","10","Fair","CLR","73","59",NA,NA,"61%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 09:35:00,NA,NA
"27","09:15","S 20 G 25","10","Fair","CLR","73","59",NA,NA,"63%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 09:15:00,NA,NA
"27","08:55","S 21 G 25","10","Fair and Breezy","CLR","71","59",NA,NA,"66%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 08:55:00,NA,NA
"27","08:35","S 22 G 28","10","Fair and Breezy","CLR","71","58",NA,NA,"65%",NA,"29.89",NA,NA,NA,"15975",2013-09-27 08:35:00,NA,NA
"27","08:15","S 21 G 26","10","Fair and Breezy","CLR","70","58",NA,NA,"66%",NA,"29.88",NA,NA,NA,"15975",2013-09-27 08:15:00,NA,NA
"27","07:55","S 18 G 23","10","Fair","CLR","70","58",NA,NA,"67%",NA,"29.88",NA,NA,NA,"15975",2013-09-27 07:55:00,NA,NA
"27","07:35","S 18 G 23","10","Fair","CLR","70","58",NA,NA,"67%",NA,"29.88",NA,NA,NA,"15975",2013-09-27 07:35:00,NA,NA
"27","07:15","S 16 G 23","10","Fair","CLR","69","58",NA,NA,"69%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 07:15:00,NA,NA
"27","06:55","S 15 G 23","10","Fair","CLR","69","58","72","69","68%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 06:55:00,NA,NA
"27","06:35","S 18 G 23","10","Partly Cloudy","SCT095 SCT120","70","58",NA,NA,"67%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 06:35:00,NA,NA
"27","06:15","S 17 G 23","10","Partly Cloudy","SCT120","70","59",NA,NA,"69%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 06:15:00,NA,NA
"27","05:55","S 21 G 26","10","Fair and Breezy","CLR","70","59",NA,NA,"69%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 05:55:00,NA,NA
"27","05:35","S 18 G 22","10","Fair","CLR","70","59",NA,NA,"68%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 05:35:00,NA,NA
"27","05:15","S 17 G 23","10","Fair","CLR","70","59",NA,NA,"67%",NA,"29.85",NA,NA,NA,"15975",2013-09-27 05:15:00,NA,NA
"27","04:55","S 17 G 24","10","Fair","CLR","70","59",NA,NA,"67%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 04:55:00,NA,NA
"27","04:35","S 14 G 22","10","Fair","CLR","70","59",NA,NA,"68%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 04:35:00,NA,NA
"27","04:15","S 17 G 25","10","Fair","CLR","71","59",NA,NA,"67%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 04:15:00,NA,NA
"27","03:55","S 16 G 24","10","Fair","CLR","70","59",NA,NA,"68%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 03:55:00,NA,NA
"27","03:35","S 15 G 23","10","Fair","CLR","70","59",NA,NA,"68%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 03:35:00,NA,NA
"27","03:15","S 14 G 21","10","Fair","CLR","70","59",NA,NA,"68%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 03:15:00,NA,NA
"27","02:55","S 15 G 22","10","Fair","CLR","72","59",NA,NA,"65%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 02:55:00,NA,NA
"27","02:35","S 17 G 26","10","Fair","CLR","72","59",NA,NA,"65%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 02:35:00,NA,NA
"27","02:15","S 21 G 29","10","Fair and Breezy","CLR","72","59",NA,NA,"65%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 02:15:00,NA,NA
"27","01:55","SE 14 G 20","10","Fair","CLR","71","60",NA,NA,"68%",NA,"29.87",NA,NA,NA,"15975",2013-09-27 01:55:00,NA,NA
"27","01:35","S 13 G 18","10","Fair","CLR","71","59",NA,NA,"67%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 01:35:00,NA,NA
"27","01:15","SE 15 G 21","10","Fair","CLR","71","59",NA,NA,"67%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 01:15:00,NA,NA
"27","00:55","SE 15 G 21","10","Fair","CLR","71","59","80","71","67%",NA,"29.86",NA,NA,NA,"15975",2013-09-27 00:55:00,NA,NA
"27","00:35","SE 12 G 20","10","Fair","CLR","71","59",NA,NA,"65%",NA,"29.85",NA,NA,NA,"15975",2013-09-27 00:35:00,NA,NA
"27","00:15","SE 12","10","Fair","CLR","72","59",NA,NA,"64%",NA,"29.85",NA,NA,NA,"15975",2013-09-27 00:15:00,NA,NA
"26","23:55","SE 14 G 18","10","Fair","CLR","72","59",NA,NA,"63%",NA,"29.85",NA,NA,NA,"15974",2013-09-26 23:55:00,NA,NA
"26","23:35","SE 14 G 20","10","Fair","CLR","73","59",NA,NA,"62%",NA,"29.85",NA,NA,NA,"15974",2013-09-26 23:35:00,NA,NA
"28","23:35","SW 6","10","Fair","CLR","53","44",NA,NA,"70%",NA,"30.08",NA,NA,NA,"15976",2013-09-28 23:35:00,NA,NA
"28","23:15","W 7","10","Fair","CLR","54","44",NA,NA,"69%",NA,"30.08",NA,NA,NA,"15976",2013-09-28 23:15:00,NA,NA
"28","22:55","W 8","10","Fair","CLR","53","44",NA,NA,"70%",NA,"30.08",NA,NA,NA,"15976",2013-09-28 22:55:00,NA,NA
"28","22:35","W 7","10","Fair","CLR","54","44",NA,NA,"69%",NA,"30.07",NA,NA,NA,"15976",2013-09-28 22:35:00,NA,NA
"28","22:15","W 6","10","Fair","CLR","55","43",NA,NA,"66%",NA,"30.07",NA,NA,NA,"15976",2013-09-28 22:15:00,NA,NA
"28","21:55","W 5","10","Fair","CLR","56","42",NA,NA,"59%",NA,"30.07",NA,NA,NA,"15976",2013-09-28 21:55:00,NA,NA
"28","21:35","W 3","10","Fair","CLR","57","42",NA,NA,"59%",NA,"30.06",NA,NA,NA,"15976",2013-09-28 21:35:00,NA,NA
"28","21:15","W 5","10","Fair","CLR","57","43",NA,NA,"60%",NA,"30.06",NA,NA,NA,"15976",2013-09-28 21:15:00,NA,NA
"28","20:55","NW 5","10","Fair","CLR","58","42",NA,NA,"55%",NA,"30.05",NA,NA,NA,"15976",2013-09-28 20:55:00,NA,NA
"28","20:35","W 5","10","Fair","CLR","58","44",NA,NA,"59%",NA,"30.04",NA,NA,NA,"15976",2013-09-28 20:35:00,NA,NA
"28","20:15","NW 5","10","Fair","CLR","59","43",NA,NA,"57%",NA,"30.04",NA,NA,NA,"15976",2013-09-28 20:15:00,NA,NA
"28","19:55","NW 6","10","Fair","CLR","60","43",NA,NA,"55%",NA,"30.03",NA,NA,NA,"15976",2013-09-28 19:55:00,NA,NA
"28","19:35","NW 6","10","Fair","CLR","60","44",NA,NA,"56%",NA,"30.03",NA,NA,NA,"15976",2013-09-28 19:35:00,NA,NA
"28","19:15","NW 6","10","Fair","CLR","61","45",NA,NA,"55%",NA,"30.02",NA,NA,NA,"15976",2013-09-28 19:15:00,NA,NA
"28","18:55","NW 5","10","Fair","CLR","64","44","69","62","49%",NA,"30.02",NA,NA,NA,"15976",2013-09-28 18:55:00,NA,NA
"28","18:35","NW 5","10","Fair","CLR","66","43",NA,NA,"43%",NA,"30.01",NA,NA,NA,"15976",2013-09-28 18:35:00,NA,NA
"28","18:15","NW 6","10","Fair","CLR","67","42",NA,NA,"41%",NA,"30.01",NA,NA,NA,"15976",2013-09-28 18:15:00,NA,NA
"28","17:55","NW 10","10","Fair","CLR","68","42",NA,NA,"40%",NA,"30",NA,NA,NA,"15976",2013-09-28 17:55:00,NA,NA
"28","17:35","NW 9","10","Fair","CLR","68","42",NA,NA,"39%",NA,"30",NA,NA,NA,"15976",2013-09-28 17:35:00,NA,NA
"28","17:15","NW 9","10","Fair","CLR","68","42",NA,NA,"38%",NA,"29.99",NA,NA,NA,"15976",2013-09-28 17:15:00,NA,NA
"28","16:55","NW 10","10","Fair","CLR","69","44",NA,NA,"41%",NA,"29.99",NA,NA,NA,"15976",2013-09-28 16:55:00,NA,NA
"28","16:35","NW 12 G 20","10","Fair","CLR","68","44",NA,NA,"41%",NA,"29.99",NA,NA,NA,"15976",2013-09-28 16:35:00,NA,NA
"28","16:15","NW 7 G 13","10","Fair","CLR","67","45",NA,NA,"45%",NA,"29.99",NA,NA,NA,"15976",2013-09-28 16:15:00,NA,NA
"28","15:55","NW 13","10","Fair","CLR","67","45",NA,NA,"45%",NA,"29.99",NA,NA,NA,"15976",2013-09-28 15:55:00,NA,NA
"28","15:35","W 12 G 18","10","Fair","CLR","67","46",NA,NA,"46%",NA,"29.99",NA,NA,NA,"15976",2013-09-28 15:35:00,NA,NA
"28","15:15","W 12 G 20","10","Fair","CLR","67","47",NA,NA,"47%",NA,"29.98",NA,NA,NA,"15976",2013-09-28 15:15:00,NA,NA
"28","14:55","NW 12 G 23","10","Fair","CLR","67","47",NA,NA,"49%",NA,"29.98",NA,NA,NA,"15976",2013-09-28 14:55:00,NA,NA
"28","14:35","NW 15 G 20","10","Partly Cloudy","SCT039","66","49",NA,NA,"54%",NA,"29.97",NA,NA,NA,"15976",2013-09-28 14:35:00,NA,NA
"28","14:15","W 10 G 17","10","Partly Cloudy","SCT037","65","49",NA,NA,"55%",NA,"29.97",NA,NA,NA,"15976",2013-09-28 14:15:00,NA,NA
"28","13:55","NW 12 G 18","10","Partly Cloudy","SCT037","65","50",NA,NA,"58%",NA,"29.97",NA,NA,NA,"15976",2013-09-28 13:55:00,NA,NA
"28","13:35","NW 13 G 20","10","Partly Cloudy","SCT031","64","49",NA,NA,"60%",NA,"29.98",NA,NA,NA,"15976",2013-09-28 13:35:00,NA,NA
"28","13:15","NW 13 G 17","10","Partly Cloudy","SCT031","64","50",NA,NA,"61%",NA,"29.98",NA,NA,NA,"15976",2013-09-28 13:15:00,NA,NA
"28","12:55","N 10","10","Partly Cloudy","SCT027","62","50","67","55","66%",NA,"29.97",NA,NA,"0.01","15976",2013-09-28 12:55:00,NA,NA
"28","12:35","NW 12 G 20","10","Partly Cloudy","SCT020 SCT026","61","51",NA,NA,"71%",NA,"29.97",NA,NA,NA,"15976",2013-09-28 12:35:00,NA,NA
"28","12:15","NW 14 G 20","10","Partly Cloudy","SCT018","59","51",NA,NA,"75%",NA,"29.97",NA,NA,NA,"15976",2013-09-28 12:15:00,NA,NA
"28","11:55","NW 13","10","Mostly Cloudy","BKN018 BKN095","58","52",NA,NA,"80%",NA,"29.97",NA,NA,NA,"15976",2013-09-28 11:55:00,NA,NA
"28","11:35","NW 16 G 21","10","Mostly Cloudy","BKN018 BKN095","58","51",NA,NA,"79%",NA,"29.96",NA,NA,NA,"15976",2013-09-28 11:35:00,NA,NA
"28","11:15","NW 13","10","Overcast","OVC016","56","51",NA,NA,"84%",NA,"29.96",NA,NA,NA,"15976",2013-09-28 11:15:00,NA,NA
"28","10:55","NW 9 G 20","10","Overcast","BKN016 BKN022 OVC075","56","55",NA,NA,"96%",NA,"29.95",NA,NA,NA,"15976",2013-09-28 10:55:00,NA,NA
"28","10:35","NW 16 G 24","10","Overcast","SCT011 BKN018 OVC047","55","55",NA,NA,"97%",NA,"29.93",NA,NA,NA,"15976",2013-09-28 10:35:00,NA,NA
"28","10:15","NW 10","5","Light Drizzle","SCT009 BKN015 OVC045","55","55",NA,NA,"100%",NA,"29.93",NA,NA,NA,"15976",2013-09-28 10:15:00,NA,NA
"28","09:55","NW 16 G 20","2","Drizzle","BKN008 OVC015","55","55",NA,NA,"100%",NA,"29.91",NA,"0.01",NA,"15976",2013-09-28 09:55:00,NA,NA
"28","09:35","NW 15 G 24","10","Overcast","BKN014 OVC027","55","55",NA,NA,"100%",NA,"29.89",NA,NA,NA,"15976",2013-09-28 09:35:00,NA,NA
"28","09:15","NW 12 G 18","10","Overcast","SCT009 BKN014 OVC020","55","55",NA,NA,"100%",NA,"29.88",NA,NA,NA,"15976",2013-09-28 09:15:00,NA,NA
"28","08:55","NW 16 G 23","10","Overcast","BKN016 OVC020","55","55",NA,NA,"100%",NA,"29.86",NA,NA,NA,"15976",2013-09-28 08:55:00,NA,NA
"28","08:35","NW 18 G 26","7","Light Rain","SCT010 OVC018","56","56",NA,NA,"100%",NA,"29.84",NA,NA,NA,"15976",2013-09-28 08:35:00,NA,NA
"28","08:15","NW 16 G 24","10","Light Drizzle","BKN008 OVC012","57","57",NA,NA,"100%",NA,"29.84",NA,NA,NA,"15976",2013-09-28 08:15:00,NA,NA
"28","07:55","NW 15","10","Rain","OVC008","58","58",NA,NA,"100%",NA,"29.83","0.01",NA,NA,"15976",2013-09-28 07:55:00,NA,NA
"28","07:35","W 20 G 31","7","Drizzle","OVC010","61","61",NA,NA,"100%",NA,"29.81","0.01",NA,NA,"15976",2013-09-28 07:35:00,NA,NA
"28","07:15","SW 13","10","Rain","SCT012 BKN037 OVC042","66","66",NA,NA,"100%",NA,"29.79",NA,NA,NA,"15976",2013-09-28 07:15:00,NA,NA
"28","06:55","SW 10","10","Light Rain","SCT035 BKN043 BKN070","67","67","73","67","100%",NA,"29.79","0.02",NA,"0.15","15976",2013-09-28 06:55:00,NA,NA
"28","06:35","SW 12","10","Light Rain","SCT030 BKN050 OVC110","67","67",NA,NA,"100%",NA,"29.77","0.02",NA,NA,"15976",2013-09-28 06:35:00,NA,NA
"28","06:15","SW 9","10","Light Rain","SCT060 SCT080 BKN095","68","65",NA,NA,"92%",NA,"29.76","0.01",NA,NA,"15976",2013-09-28 06:15:00,NA,NA
